['/content/data/coco/val2014/COCO_val2014_000000360600.jpg']	Is there a knife in the image?	Yes, there is a knife in	Yes
['/content/data/coco/val2014/COCO_val2014_000000360600.jpg']	Is there a spoon in the image?	No, there is no spoon in	No
['/content/data/coco/val2014/COCO_val2014_000000031773.jpg']	Is there a tv in the image?	No, there is no TV in the	Yes
['/content/data/coco/val2014/COCO_val2014_000000031773.jpg']	Is there a chair in the image?	No, there is no chair in the	No
['/content/data/coco/val2014/COCO_val2014_000000031773.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
['/content/data/coco/val2014/COCO_val2014_000000031773.jpg']	Is there a car in the image?	No, there is no car in the	No
['/content/data/coco/val2014/COCO_val2014_000000031773.jpg']	Is there a mouse in the image?	Yes, there is a mouse in the	Yes
['/content/data/coco/val2014/COCO_val2014_000000031773.jpg']	Is there a cell phone in the image?	Yes, there is a cell phone in	No
['/content/data/coco/val2014/COCO_val2014_000000500257.jpg']	Is there a tv in the image?	Yes, there is a TV in the	Yes
['/content/data/coco/val2014/COCO_val2014_000000500257.jpg']	Is there a dining table in the image?	No, there is no dining table	No
['/content/data/coco/val2014/COCO_val2014_000000500257.jpg']	Is there a backpack in the image?	Yes, there is a backpack in	Yes
['/content/data/coco/val2014/COCO_val2014_000000500257.jpg']	Is there a handbag in the image?	Yes, there is a handbag in	No
['/content/data/coco/val2014/COCO_val2014_000000500257.jpg']	Is there a person in the image?	Yes, there is a person in the	Yes
['/content/data/coco/val2014/COCO_val2014_000000500257.jpg']	Is there a car in the image?	No, there is no car in the	No
['/content/data/coco/val2014/COCO_val2014_000000574057.jpg']	Is there a car in the image?	No, there is no car in the	Yes
['/content/data/coco/val2014/COCO_val2014_000000574057.jpg']	Is there a person in the image?	No, there is no person in the	No
['/content/data/coco/val2014/COCO_val2014_000000574057.jpg']	Is there a train in the image?	Yes, there is a train in the	Yes
['/content/data/coco/val2014/COCO_val2014_000000574057.jpg']	Is there a truck in the image?	No, there is no truck in	No
['/content/data/coco/val2014/COCO_val2014_000000574057.jpg']	Is there a bed in the image?	Yes, there is a bed in the	Yes
['/content/data/coco/val2014/COCO_val2014_000000574057.jpg']	Is there a book in the image?	No, there is no book in the	No
['/content/data/coco/val2014/COCO_val2014_000000456178.jpg']	Is there a traffic light in the image?	Yes, there is a traffic light in	Yes
['/content/data/coco/val2014/COCO_val2014_000000456178.jpg']	Is there a bus in the image?	Yes, there is a bus in the	No
['/content/data/coco/val2014/COCO_val2014_000000456178.jpg']	Is there a truck in the image?	Yes, there is a truck in	Yes
['/content/data/coco/val2014/COCO_val2014_000000456178.jpg']	Is there a motorcycle in the image?	No, there is no motorcycle in	No
